,ChapterNum,ChapterName,Question,Answer
174,6,Every Drop Counts,"4.Who all use the water?
"," Some washer men use the water to wash clothes. Additionally, some cattle herders bring their cattle for a bath."
175,6,Every Drop Counts,"5.Is there any festival celebrated at this place?
"," Yes, an annual boating festival is celebrated in this pond."
176,6,Every Drop Counts,"6.Is there any water today or is it dry?
", The pond is full of water.
177,6,Every Drop Counts,"Discuss
There are two old wells in the area where Punita lives. Her grandmother says that about fifteen-twenty years ago there was water in these wells. The wells could have dried up because:
 • Water is being pumped up from under the ground, with the help of electric motors.
 • The lakes in which rain water used to collect are no longer there.
 • The soil around trees and parks is now covered with cement.
1.Is there some other reason for this? Explain. .
"," Apart from the reasons given above, there can be some other reasons also. Almost all the trees have been cut. The well is not being maintained."
178,6,Every Drop Counts,"Discuss
1.Everyone has the right to live. Yet, is everybody getting enough water to live or even water to drink? Why is it that some people have to buy drinking water? Should it be like this? Water on this earth is for one and all. Some people draw out water from the ground by deep borewells. How far is it correct? Have you ever seen this? Why do some people put a pump directly in the Jal Board pipe line? What problems would other people face due to this? Do you have any such experience?
"," It is a harsh fact that everybody is not getting enough water to even drink. Drinking water is scarce and hence some people have to buy drinking water. It should not be like this. Drawing water by deep borewells is not a correct practice. I have seen many rich people, installing deep bore wells. Some people also directly put a pump in the Jal Board pipe line. Due to this, other people do not get sufficient water. In most of the houses in my colony, people have put pump directly into the Jal Board pipe line."
179,6,Every Drop Counts,"Look at this Bill and Tell
1.From which office has this bill come?
", The bill has come from Delhi Jed Board.
180,6,Every Drop Counts,"2.Do you get a water bill at home? Find out from where it is sent.
"," Yes, we get a water bill at home. The bill comes from the Department of Water Supply."
181,6,Every Drop Counts,"3.Why do you think Dilli Sarkar (Government of Delhi) is written under Delhi Jal Board?
", Delhi Jal Board is a part of the Government of Delhi. That is why Dilli Sarkar (Government of Delhi) is written under Delhi Jal Board.
182,6,Every Drop Counts,"4.In whose name is the bill? How much money do they have to pay for each month?
", The bill bears the name of Sri Mohd. Umar and Dr. Mohd. Shoaib. The bill amounts to Rs 350 for two months and hence they have to pay Rs 175 for each month.
183,6,Every Drop Counts,"5.Do you have to pay for water? How much? Is the rate of water different in different colonies? Ask you elders.
"," Yes, we have to pay for water. We pay about a thousand rupee for drinking water. The rate of water is same in different colonies."
184,6,Every Drop Counts,"6.Have you ever read this kind of news in any newspaper? How did people solve their problem of water? Did they repair and reuse any old lake or stepwell?
"," Yes, I have read this kind of news in the Times of India. There was news of a village from Maharashtra. People formed a group to make provisions for collecting rainwater in huge ponds. An old pond was cleaned of debris and was made deeper. People also planted trees around the village. This helped them to solve their water problems."
185,6,Every Drop Counts,"What We Have Learnt
1.Make a poster. Do you remember the slogan “Water on earth is for one and all”. Think of some other such slogans. Draw pictures and make a nice poster.
","
"
186,6,Every Drop Counts,"2.Bring a water bill, look at it and tell—
 • This bill is from- date to date-.
", The duration of the bill is from 10th December 2011 to 5th February 2012.
187,6,Every Drop Counts,"3.How much money is to be paid for this bill?
",Rs.350.
188,6,Every Drop Counts,"4.What else can you see in the bill, like the money spent on repair, maintenance, etc.?
"," Yes, Rs.35 have been charged for repair."
189,7,Experiments With Water,"Think What Would Happen If
1.Ayesha put a puffed puri in a bowl of water. Would it sink or float?
", The puri would float.
190,7,Experiments With Water,"2.You put a steel plate on water. Would it sink or float? What would happen to a spoon?
"," If I put the steel plate carefully on water, it would float. The spoon would sink."
191,7,Experiments With Water,"3.Would the cap of a plastic bottle sink or float on water?
", The cap of the plastic bottles would float on water.
192,7,Experiments With Water,"4.Have you seen that some things float on water while others sink? Think how this happens?
"," Yes, I have observed that certain things float on water while others sink. Everything displaces water equal to its volume. If the displaced water is more than the weight of a thing, then the thing floats, otherwise it sinks in water."
193,7,Experiments With Water,"2.Find out from the other groups which things floated and which sank in the water?
"," A ball, a Styrofoam ball, etc. can float on water. An iron nail, a key, etc. will sink in water."
194,7,Experiments With Water,"3.After doing the experiment, fill in the blanks:
    1. The iron nail…..in water but the katori…..I think this happened because……
    2. The empty plastic bottle……on water. The bottle filled with water……because……
    3. The aluminium foil…….when it was spread out. When pressed tightly into a ball it…….This may have happened           because…..
","1. Iron nail sank in water but the katori floated. I think this happened because iron nail could displace less amount of water than what   was displaced by the katori.
2. The empty plastic bottle floated. The bottle filled with water sank because the filled bottle could displace less amount of water compared to its weight.
3. The aluminium foil floated when it was spread out. When pressed tightly into a ball it sank. This may have happened because aluminium foil spread out could displace more water compared to its weight."
195,7,Experiments With Water,"It Is Magic?
1.Take some water in a glass. Put a lemon in it. Now keep putting salt in the water, half-a-spoon at a time. Were you able to float your lemon in water?
","Yes, the lemon started to float on water."
196,7,Experiments With Water,"2.What do you think, the lemon floated in salty water because…….
","After adding salt, the water became thicker and thus the lemon started floating."
197,7,Experiments With Water,"What Dissolved, What Did Not?
1.Suggest some ways to Hamid for quickly dissolving sugar.
"," Hamid should follow any of these methods:
(a) Stir the mixture thoroughly. (b) Warm the mixture over a flame. ."
198,7,Experiments With Water,"Do This Experiment
1.Make groups of four friends. For the experiment you will need 4-5 glasses orbowls, spoons, water, and the things listed in the table. Take some water ineach glass. Now try to dissolve one thing in one glass. Observe what happensand note in the table.
","
"
199,7,Experiments With Water,"Tell
1.Could you see the salt after it dissolved in water? If no, why?
", Salt cannot be seen after it dissolves in water. This is because the salt is completely soluble in water.
200,7,Experiments With Water,"2.Does that mean that the water does not have salt? If it has, then where is the salt?
"," No, it does not mean that the water does not have salt. The salt is dissolved in water."
201,7,Experiments With Water,"3.What difference did you see—in the water with salt and the water with chalk powder—after keeping for some time?
"," Salt mixed completely with water, while chalk powder settled down at bottom. Which of the two would you be able to"
202,7,Experiments With Water,"4.separate from the water by straining with a cloth—salt or chalk powder?
", We can separate chalk powder from water; by straining with a cloth.
203,7,Experiments With Water,"5.Do you think the oil got dissolved in the water? Why do you think so?
", I think that the oil did not dissolve in water. Oil floating on water surface made me to think so.
204,7,Experiments With Water,"6.You also try to do the same and then tell—which drop went ahead? Why did it slide faster?
", The drop of water went ahead slide faster. Drops of oil or sugar-syrup stick to the tiffin box.
205,7,Experiments With Water,"Where Did the Water Go?
One day Ayesha’s mother put some water to boil on the stove for making tea. She got busy with something and forgot about it. When she remembered and came to check, she found only a few drops of water left in the pan.
1.Think where did the water go?
", The water evaporated and turned into vapour.
206,7,Experiments With Water,"2.Why did Chittibabu and Chinnababu keep their mango jelly in the sun?
", They kept their mango jelly in the sun so that the water from the jelly could evaporate.
207,7,Experiments With Water,"3.At your house, what things are made by drying in the sun?
"," Following items are made in my house by drying in the sun:
Potato chips, papad, pickles, badis and sabudaana papad."
208,7,Experiments With Water,"What We Have Learnt
1.You have washed your handkerchief and you want to dry it quickly. What all can you do?
"," I will squeeze the water out of the handkerchief. Then I will spread the handkerchief on a clothes line, in the sun. I can also use a hot electric iron to dry the handkerchief."
209,7,Experiments With Water,"2.What things do you put in water to make tea? Which of those things dissolves in water?
"," For making tea, I put sugar, milk and tea leaves in water. Sugar and milk dissolve in water."
210,7,Experiments With Water,"3.You have been given some mishri pieces (lumps of sugar). Suggest some ways to dissolve them quickly.
"," Follow these steps to dissolve the mishri pieces quickly:
1. Crush the mishri pieces into fine powder.
2. Put it in water and stir thoroughly.
3. You can also warm the mixture on a flame."
211,8,A Treat For Mosquitoes,"Find Out
1.Do you know anyone who has had malaria?
"," Yes, one of my friends once suffered from malaria."
212,8,A Treat For Mosquitoes,"2.How did they find out that they had malaria?
", It was found by blood test.
213,8,A Treat For Mosquitoes,"3.What problems did they have on having malaria?
", My friend suffered from high fever. The fever came with bouts of shivering. He became very weak.
214,8,A Treat For Mosquitoes,"4.What other diseases can be caused by mosquito bites?
"," Following are some other diseases which can be caused by mosquito bites:
(a) Dengue (6) Chikungunya (c) Filaria."
215,8,A Treat For Mosquitoes,"5.In which season is malaria more common? Why do you think this happens?
", Malaria is more common in rainy season. Mosquitoes get suitable environment to breed during the rainy season and hence there are more cases of malaria.
216,8,A Treat For Mosquitoes,"6.What do you do in your house to protect yourself from mosquitoes? Also find out from your friends about what they do?
"," We use mosquito repellant in our house.
I asked my friends and found following measures being used by them:
(а) Mosquito repellants (they come in coils, liquids and mats)
(б) Mosquito repellant cream
(c) Mosquito nets
(d) Wire mesh on windows
(e) Keeping the surroundings clean
(f) Removing stagnant water from the surroundings."
217,8,A Treat For Mosquitoes,"7.Look at the report of the blood test given below. Which words in the report help us to know that the person has malaria?
", In the blood test report it is clearly written that malarial parasite was found in the blood.
218,8,A Treat For Mosquitoes,"Tell
1.Look at Aarti’s blood report and find out the minimum required haemoglobin.
", The minimum haemoglobin level required in the blood is 12 gm/dl.
219,8,A Treat For Mosquitoes,"2.How much did Aarti’s haemoglobin go up and how long did it take for that?
"," Aarti’s haemoglobin increased by 2.5 gm/dl, i.e. by around 30%. It took about three months."
220,8,A Treat For Mosquitoes,"3.What does the newspaper report say about the problems caused by anaemia?
"," The newspaper report says that anaemia affects both physical and mental health of children. Due to anaemia, children do not grow properly and their  energy levels are down. This affects their study as well."
221,8,A Treat For Mosquitoes,"4.Have you or anyone in your family ever needed to get a blood test? When and why?
"," Yes, my mother had to go for a blood test about six months back. She was suffering from fever."
222,8,A Treat For Mosquitoes,"5.What was found out by the blood test?
", The blood report said that my mother was suffering from malaria.
223,8,A Treat For Mosquitoes,"6.Have you had a health check up in your school? What did the doctor tell you?
"," Yes, there was a health check up camp in my school, about three months ago. The doctor said that I was fit and healthy."
224,8,A Treat For Mosquitoes,"Find Out
1.Ask a doctor or elders about the food items which contain iron.
"," I asked my father and he told that green leafy vegetables like spinach, lettuce and cabbage contain iron."
225,8,A Treat For Mosquitoes,"Find Out and Tell
1.Have you seen any poster like this put up anywhere?
"," Yes, I have seen such posters near my school."
226,8,A Treat For Mosquitoes,"2.Who do you think puts up such posters, or gives ads in the newspaper?
", I think the government does so.
227,8,A Treat For Mosquitoes,"3.What are some of the important points given in the poster?
"," The important points in the poster are as follows:
(a) Beware of mosquitoes as they cause serious diseases like malaria, dengue and chikungunya.
(b) Don’t allow water to stagnate around you.
(c) Clean your surroundings to rule out breeding grounds for mosquitoes.
(d) Fish can be put in ponds to remove mosquito larvae.
(e) Mosquito net should be used to prevent against mosquito bites.
(f) Kerosene oil should be sprayed on water to prevent mosquito eggs to grow."
228,8,A Treat For Mosquitoes,"4.Why do you think pictures of a tank, cooler and pits are shown in the poster?
", These are the places where water can stagnate and could allow mosquitoes a breeding ground.
229,8,A Treat For Mosquitoes,"Think
1.Why do you think it talks about putting fish in the tank? What do you think the fish eat?
", It talks so because the fish eats larvae of mosquito.
230,8,A Treat For Mosquitoes,"2.What will happen when oil is spread on the water?
", The thin film of oil on water prevents oxygen supply to eggs and larvae of mosquitoes and thus they are killed.
231,8,A Treat For Mosquitoes,"Find Out
1.Which diseases are spread by flies and how?
"," Following diseases are spread by flies; dysentery, cholera, typhoid, anthrax, etc. When a fly sits on contaminated material, harmful germs stick to its legs. When the same fly sits on food, the germs get transferred to the food. Thus, a fly spreads various diseases."
232,8,A Treat For Mosquitoes,"Mosquito Check
1.Divide your class into two or three groups. Each group will go around to check one area in school or around it. It must carefully note if water has collected anywhere, and mark (right) where it finds stagnant water.

"," Pot Yes
Tank Yes
Any open space in school ground No
Gutter Yes
Any other place Yes; near drains"
233,8,A Treat For Mosquitoes,"2.Since how many days has water collected there?
", The water has collected there since a week.
234,8,A Treat For Mosquitoes,"3.Has it caused any problem in the area?
"," Yes, there are many problems in the area. The area looks quite dirty. Mosquitoes and flies keep swarming around the area."
235,8,A Treat For Mosquitoes,"4.Who is responsible for keeping these places clean?
","Within the school, the school authorities are responsible for the cleanliness and outside the school municipal authority is responsible."
236,8,A Treat For Mosquitoes,"5.Who is supposed to get the gutters and drains repaired?
",The municipality is supposed to get the gutters and drains repaired.
237,8,A Treat For Mosquitoes,"6.Can any larvae be seen in the collected water?
","Yes, we could see many larvae in the collected water."
238,8,A Treat For Mosquitoes,"1.Find out who is responsible for keeping the area around your school clean. Write a letter from your class, reporting your findings and suggestions. Find out to whom the letter should be written and to which office it should be sent.
"," The municipality of my town is responsible for keeping the area around my school clean. The letter should be written to the ward councillor of the ward in which my school comes. The letter should be sent to the municipality office.
LETTER TO THE WARD COUNCILLOR .
To,
The Ward Councillor Ward Number 13 Popatganj
Subject: Request for maintenance of cleanliness around Senior Secondary School, Malla Mohalla Respected Sir, *
This is to request you to maintain the cleanliness in ward number 13. We have made a survey around our school and found lack of cleanliness. We found stagnant water at several places which are perfect breeding grounds for mosquitoes. These ditches have the potential for spreading serious diseases.
You are requested to look into the matter and do theneedful.
For this we shall ever be grateful to you.
Thanking You Yours Sincerely Students of Class V Senior Secondary School Malla Mohalla _ Popatganj"
239,8,A Treat For Mosquitoes,"Tell
 Is there a pond or river around your house or school? Go and look around and observe these things:
1.Can you see algae in or around the water?
"," Yes, I can see algae in or around the water."
240,8,A Treat For Mosquitoes,"2.Where else have you seen algae?
", I have seen algae near hand pumps and on damp walls.
241,8,A Treat For Mosquitoes,"3.Are there plants growing on the side or in water? Find out their names. Draw some of these in your notebook.
"," Some of the plants which grow on the side or in the water are; liverworts, mosses, etc."
242,8,A Treat For Mosquitoes,"4.Do you think these were planted by someone or did they grow on their own?
", They grow on their own.
243,8,A Treat For Mosquitoes,"5.What else can you see in water? Make a list.
"," I can also see following things in water; fish, crab, prawns, larvae, etc."
244,8,A Treat For Mosquitoes,"What We Have Learnt
1.What can you do so that mosquitoes do not breed in your house, school and neighbourhood?
"," You can do following to prevent mosquito breeding in your house, school and neighbourhood:
(a) Do not allow water logging in the area around you.
(b) Clean the cooler and water tank regularly.
(c) Spray DDT and kerosene oil in drains pits, etc.
(d) Cultivate fish in nearby ditches, pits, ponds, etc."
245,8,A Treat For Mosquitoes,"2.How can you find out if someone has malaria?
"," If the blood test shows malaria parasite, then malaria is confirmed in that person. ."
246,9,Up You Go!,"Tell
1.Have you ever seen the mountains? Have you also climbed a mountain? When and where?
"," Yes, I have seen the mountains. During our trip to Himachal Pradesh we got a chance to climb the mountains."
247,9,Up You Go!,"2.How far have you walked at one time? How far can you walk?
", I have walked about 2-3 kilometres at one time. I think I can walk up to 20 km.
248,9,Up You Go!,"Imagine
1.What do you think about the paths on the mountains? Draw a picture.
 ","
"
249,9,Up You Go!,"Tell
1.What do you think about the responsibilities of a group leader?
"," The responsibilities of a group leader can include many aspects. Some of them can be as follows:
(а) Looking after each member of the group.
(б) Taking care of all the needs of the group.
(c) Leading by example."
250,9,Up You Go!,"2.How would you feel if you were made a leader in such a camp?
", I will feel highly fortunate for getting such responsibility.
251,9,Up You Go!,"3.What does a monitor in your class have to do?
"," Some of the responsibilities of a monitor are as follows:
(а) Maintaining discipline in the class; in the absence of teacher.
(б) Arranging necessary items like chalk, duster, dustbin, etc.
(c) Conveying the problems of students to the teacher."
252,9,Up You Go!,"4.Would you like to be the class monitor? Why?
"," Yes, I would like to be the class monitor. This is a challenging task."
253,9,Up You Go!,"Find Out and Write
1.What kinds of tools are needed for climbing mountains?
"," We need a thick rope, sling, stick, axe, etc. for climbing mountains. We also need food packets, water bottles, plastic sheet, diary, torch, first aid kit, oxygen cylinder, etc."
254,9,Up You Go!,"2.Have you ever seen a hook and rope being used for anything else? Where?
"," Yes, I have seen a hook and rope for drawing water from a well. I have also seen hook and rope being used for rescuing people."
255,9,Up You Go!,"3.What else can we use if we want to cross a river in the mountains?
"," For crossing a river in the mountains we need thick rope, sling and pitons."
256,9,Up You Go!,"4.Why do we need extra energy on the mountains?
", While climbing the mountains we need to rise against gravitational force. We also need to walk on a rough surface. That is why we need extra energy on the mountains.
257,9,Up You Go!,"5.Have you ever heard of anyone who has done something adventurous? What?
"," Yes, one of my friends is fond of river rafting which is an adventurous sport."
258,9,Up You Go!,"6.Have you ever done anything adventurous? If yes, tell your class. Write about it in your own words.
"," Yes, during a team building exercise I climbed a very tall tree. It was a thrilling experience for me."
259,9,Up You Go!,"Tell
1.Have you ever climbed a tree? How did you feel? Were you scared? Did you ever fall?
"," Yes, I climbed a guava tree during my vacations at a village. It was adventurous.
I felt somewhat scared. I have never fallen from a tree."
260,9,Up You Go!,"2.Have you ever lost yoftr way? What did you do then?
"," Yes, I had lost my way a couple of times. I did not panic and dialed my father’s number. I told him about my whereabouts."
261,9,Up You Go!,"3.Why do you think Khondonbi would have sung loudly?
", Khondonbi may have wanted to send some signals to the rescue team. Singing a song was a good way to send audible signals.
262,9,Up You Go!,"4.Have you ever seen someone doing something special to get over their fear? What and when?
"," Yes, Hiave seen my sister shutting her eyes during a ride on a giant ferry wheel. She said she did that to get over her fear."
263,9,Up You Go!,"Try
1.Ask your friend for a book without speaking. Try to explain something to the , class in the same way.
", Do it yourself.
264,9,Up You Go!,"Discuss
1.Why do you think a drain was dug around the tent?
"," The drain was dug to keep off insects, scorpion, snakes, etc."
265,9,Up You Go!,"2.Besides mountaineering, what are the other activities that can be called adventurous? Why?
"," Some of the other adventurous activities are; river rafting, scuba diving, hang gliding, etc."
266,9,Up You Go!,"Imagine and Write
1.You are on a mountain. How do you feel there? What can you see? What do you feel like doing there?
", I feel excited. I can see vast blue sky around me. I feel like I am at the top of the world.
267,9,Up You Go!,"Think
1.Why did Bachhendri Pal put up the Indian flag on the peak?
", Bachhendri Pal put up the Indian flag on the peak to honour our country.
268,9,Up You Go!,"2.When have you seen our national flag being hoisted?
", During Independence Day and Republic Day celebrations.
269,9,Up You Go!,"3.Have you seen the flag of any other country? Where?
"," Yes, I have seen the flags of many other countries. I have seen them on TV and on internet."
270,9,Up You Go!,"4.Make groups of 6-8 children. Design a flag for your group. Explain why you chose that design?
","

This flag is designed for our eco club. The green colour shows green trees which are helpful for the environment. The white colour is a symbol of peace. The red circle shows the sun, which will last forever."
271,9,Up You Go!,"What We Have Learnt
1.Explain why it can be adventurous and challenging to climb a mountain. How would you prepare if you were to climb a mountain? What would you take with you? Write in your own words.
"," Mountain offers many challenges like rough terrain, high altitude, rare air which make it a difficult task to climb the mountain. Due to difficulties involved, climbing a mountain is adventurous and challenging. I will do lot of practice before the actual climb. I will take all the mountaineering equipment, necessary food, medicines and oxygen cylinders with me."
